comments,sentiments,compound
U have to brush your teeth before use and brush your teeth after use.,neu,0.0
Have  recommended it to many and it works.,pos,0.2023
They don't wash your mouth well when you were born that's why... Speedy healing,pos,0.2732
"Go for colon cleanser. The problem may be from your colon, not really your mouth.",neg,-0.4019
I just googled it. The thing is strong,pos,0.5106
"Try rinsing your mouth and spitting out the water after meals, brush your tongue with a tongue scraper",neu,0.0
"I understand how you feel. I was in the same shoes as you until recently. I went to see a dentist here in the UK, having checked my dental and 2 oral xrays, he scheduled me for a couple of appointments with a hygienist. ",neu,0.0
"The hygienist gave me a thorough 1hr worth of wash, and floss. I couldn't believe the kind of debris that came out of my mouth. While I do have a couple of appointments to attend, there's been a massive improvement. ",pos,0.5994
"So the long and short is that, kindly visit a dentist again for a wholesome check up and then the hygienist. Might set you back a little, but I'm sure by God's grace your issue should be gone just like mine.",pos,0.8911
Do you drink enough water?,neu,0.0
I have once drank 150cl of eva water at a stretch. I also do move about with pure water satchet.,neu,0.0
Do you eat fruits?,neu,0.0
Fruits are kind of expensive and ears a lot to my school pocket money. ,neu,0.0
When I have handouts to buy?,neu,0.0
"I am left with two options, eat fruits and stay hungry for the week or leave fruits and eat better heavy food to last for the weekend...",pos,0.4019
Do I still need to tell you which one I chose?,neu,0.0
Do you eat foods with a lot of fiber? ,neu,0.0
I do when I see them.,neu,0.0
Go and appease your village people and those you've wronged. ,neg,-0.2023
They don't want to end your life. They just want to make it a living hell.,neg,-0.7222
A mixture of olive oil and holy water after brushing might do the trick.,neg,-0.0516
Just saying...,neu,0.0
I am sorry about this.,neg,-0.0772
"However, it's important you BRUSH YOUR TONGUE. ",pos,0.2023
"If your tongue isn't clean, nothing else works.",neg,-0.3089
Urgently text me to get your solution!,pos,0.3802
change all your diet totally,neu,0.0
let see what happen,neu,0.0
Where do you live.,neu,0.0
"If you have ever gotten sick, then i am sure malaria is likely part of the diagnosis.",neg,-0.25
"Moreso , have to asked your parents?",neu,0.0
"I had similar experience too after treating malaria, cold nd catarrh..i completely lost my sense of smell not taste. At first i was scared but later said Bleep it., ""We die here"" currently i feel as strong and healthy as i could ever be nd my sense of smell have come back although not in full sha..",neu,-0.0249
"Don't be shocked. I and my wife just got our senses of taste and smell back this week. Omo, if you see my fear. But anyhow I thank God for recovery.",pos,0.3318
People like you criticise the NPF for illegal arrest without proper scrutiny.,neg,-0.7506
Yes.,pos,0.4019
I am at iwofe,neu,0.0
Yes I did and it was positive,pos,0.743
2 days ago my neighbor told me he lost sense of smell and taste of which I suspects corona immidiately,neg,-0.5719
I believe that virus is not as deadly as portrayed,neu,0.0
"Most people don't know that. I once had two expatriate colleagues that got malaria in Nigeria and went to the UK on vacation. They both died there in the UK due to the malaria. But a third expatriate colleague that was treated here of the malaria in Nigeria survived. This whole experiences I hv been reading just brought this to mind, something about explaining why Nigerian's are surviving this massively. ",pos,0.2263
"For a week now I can't smell a thing and my thirst is zero...I was down with  my malaria bf now and just recovered. I spray perfume in my palm and try to perceive it, but I perceive nothing.i mean not even a bit. Even onion I can't smell or thirst a thing. This has never ever happened to me bf. So this morning I perceived a little bit of my perfume and I was super excited",pos,0.8573
zzz... So everybody in Nigerian had caught corona virus and recovered?,neu,0.0
"I can't help but laugh, because I also had same symptoms sometime last week... Anyways, I'm linking NCDC to this thread to come and have a field day by arresting y'all",neg,-0.6721
"I experienced same thing like 2 weeks ago. I sensed it was malaria then I had catarrh again. Knowing what's going on around town, I quickly bought drugs for catarrh and my regular malaria drug (LONART).",pos,0.3612
I sensed the drugs and the malaria fighting each other for full 24hours then it all went away.,neg,-0.3612
My taste bud is somehow but I know the taste of all things I consume and they are still normal.,neu,0.0
I had the intention of contacting NCDC if the bad feeling does not go away but I am better now.,pos,0.431
...you can just imagine the little mercies we take for granted...just smell ooo!!!,neu,0.0
"Most people would recover fully, some recover partially with some damage to their organs and some die outrightly. ",neg,-0.7964
"mine was horrific. I noticed this when i was excreting, couldnt perceive anything. food was tasteless, i googled, first thing i saw on the net was corona virus.",neg,-0.6597
fear griped me. i used malaria drugs and fruits to take care of it. lasted for four days.,neu,0.0
please what drugs did you take because I am having these symptom for 2days now,pos,0.3182
I guess you are amongst the lot that came here to brag that Corona virus cannot survive in Africa and Nigerian because of the weather ....now you've changed the narrative to strong immunity even while the death toll is increasing...keep deceiving yourselves. ,neg,-0.4588
"One of my female friend is just recovering from it , when I called her today and she was like I shouldn't be scared I should come out it's not a death sentence that it is like malaria and that I will get it and recover....I was like "" are you high on something""",pos,0.9329
"Me that have not stepped out since the Corona virus made land fall, office people have been calling me to resume,  i don't even have their time...all my system is still very much intact and i want it to remain that way.",pos,0.3353
2 weeks ago,neu,0.0
"I was having serious sore throat, serious headaches,, and high temperature especially at night. Sense of taste and smell were gone and mucus mixed with little blood draining down at the back of my throat, ",neg,-0.4767
" I treated malaria and typhoid,,, and I often giggle with warm water and salt...",pos,0.5719
"Coupled with Iribotor soup, orange, mangoes and a lot of exercise to sweat out..",neu,0.0
 I'm fine now and every thing is back to normal... But I was very scared...,pos,0.2023
Hello nairalanders....your lost of smell and taste is as a result of frequently wearing of noise masks....try use the surgical nose masks its more OK than those Ankara  and home made noise masks.....and note please always wear noise mask in crowed places and not anywhere anytime please its unhealthical..I no nobody want die but fear kill people often in this situation the world is,neg,-0.9184
my bro is having same problem right now....,neg,-0.4019
 no smell at all.... Taste sense seriously impaired.,neg,-0.4404
"You got to know these how...this is the misinformation that keep derailing gullible folks, having gone through the experience doesn't make anyone immune,  prevention and safeguarding oneself is the answer. ",neg,-0.5556
Corona virus is no chickenpox,neg,-0.296
"Please, What treatment did you use?",pos,0.3182
Please let the doctors and health practitioners come out and help us to confirm all these.,pos,0.6124
We have NCDC and health ministries officials on nairaland. ,neu,0.0
The presidential task force on corona virus must address us on this lost of smell and taste symptoms.,neg,-0.3869
U probably had axiety issue. Check  you were bother or worried abt sometin.,neg,-0.5574
Same here. My sense of smell is gradually coming back though.,neu,0.0
I'm here o. It started with malaria last week..i took malaria tablets and I've recovered but I can't still perceive anything. My friend and I can't perceive anything for 5 days now,pos,0.6486
That's your fvcking business... I don't give a hoot about the sh!t you just posted..,neu,0.0
corona virus19 kee you dia.... Onye ara,neu,0.0
.it's lyk many of us have gotten that tin but we don't know o. I can't smell a thing. I can't smell even hypo. Even when they flit our house with baygon I did not perceive it. It may be that many of us have this thing and we are recovering,neu,0.0
"hope you people are not exaggerating?all these symptoms are projecting to corona virus,dry cough weakness and short breath.",neu,0.0258
May God heal our Land.,pos,0.2732
mm,neu,0.0
My sister and I had the same experience. I was this close to calling NCDC but was stopped. I isolated myself for days and took Black seed honey. We are doing fine now. What's scary is one mightve contracted and recovered from this deadly virus without realising it.,neg,-0.8126
"you're not alone , mine started with fever and later stopped and came up again with sour throat which later for days , i treated it with antibiotics and get better but the lost if test and smell is stil there till now anything thing I eat , drink is restless to me I can't even tell how any new perfume smell right now .",neg,-0.5761
Go and do HIV test,neu,0.0
"exactly how mine was tho i haven't regained my sense of test and smell , till I can't perceive the fragrance of my sure body spray and creed aventus perfume. I thought I was alone .",pos,0.0772
Take more of hot spicy soups to sweat out and take a lot of fruits... You'll be fine,pos,0.2023
You are not in the medical line so just,neu,0.0
"Holy Ravioli. Y'all niggas got the Rona...Dayummm!!! But damn, y'all strong !!!!",neg,-0.453
because Lagos has the highest corona virus cases and it's hard to practice social distancing in Nigerian oo unless everyone stays home and even with that there still won't be social distancing with our housing system of face me I face u,neg,-0.1027
Guys here's my theory..,neu,0.0
We know they said the virus can't survive in high temperatures.. ,neu,0.0
Take for instance Nigeria... Its in the tropic zone. And I think the temperature has really weakend the virus which account for the mild symptoms people are experiencing.. ,neu,0.0
I won't be surprised if these people build immunity to the virus... In such a way they won't have symptoms but will definitely pass the virus to other pending when it disappears from their system or the body immune system fights it,neg,-0.1613
Send me money nah So me and my guys go fit do ham..   We are about 15,pos,0.2732
Should I send my account number?,pos,0.0772
corona ha ha ha I never heard this new abbreviation before ha ha ha ha corona corona corona,pos,0.93
Talking 'boutthatcorona man ha ha.,pos,0.5859
All 'boutthatcorona.,neu,0.0
Can't nobody fuck with that corona.,pos,0.431
"people in the house, be ready for that corona y'all.  Ready as a muffgug.   ",pos,0.6124
Peace out.  corona out !,pos,0.5848
Well-done...,neu,0.0
"Wow! Me too. It started with malaria symptoms, then I couldn't taste nor smell anything",pos,0.6239
I've recovered though.,neu,0.0
But it's a scary experience,neg,-0.4939
Please what did you take. I'm really down here. We can't perceive anything.,pos,0.3182
It was actually corona virus but your family immune system was stronger. Go and give Thanks and celebrate God.,pos,0.9568
Mine was total. No smell. No taste. ,neg,-0.5267
Very weak and feverish.  But I'm better now.,neg,-0.0754
"These two medications are available over the counter in Nigeria, and you lose nothing by trying them.  Just phone your doctor to request the correct dosage for your body weight",neg,-0.4019
"My brother, words are not enough to express how much i agree with you. It's like Corona sef just weak for here. See as people are talking here as if it's just some kinda common cold. That virus has killed nearly 400,000 unofficially but omo men nothing survives in Nigeria. Let's thank our ancestors got bestowing the genes of badassry on us",pos,0.2617
"Wow! I actually thought I was alone on this o. I just got my sense of smell and taste back yesterday after about a week. It wasn't a good experience at all. I couldn't even feel the taste of salt. But thanks to vitamin C, ginger, lemon orange, and eggs which I used to treat myself.",pos,0.8169
Mr woman stop creating fear. You can't contact any of CoronaViruses twice.,neg,-0.4939
"Once it comes and you over power it, your body builds special immunity against it.",pos,0.4019
That's also how vaccines work.,neu,0.0
Loss of smell as in you can't smell your poo when fail open in the toilet? & can't taste the sweetness  in sugar?,neg,-0.8311
"How about Brazil, they also fall within the tropical zone but the virus has ended the lives of over 20,000...",neu,0.0
You're welcome.... Since corona is now spread via whatsapp.,neu,0.0
"According to some sources, there's a risk of reinfection",neg,-0.2732
Lagosians sef. I am so not coming to Lagos anytime soon .,neu,0.0
I believed you .my sister in Lagos complained the same thing but she feels better now. She just treated malaria,pos,0.4588
"Has immunity been confirmed as far as the virus is concerned? How long does said immunity, if confirmed, last?",neu,0.0
This is the million dollar question whose answer may never be found.,neu,0.0
"Why has Nigeria, whose climate is the SAME as that of Brazil, thus far escaped the terrible fate of Brazil's population, due to this same virus ?",neg,-0.4767
 good one!,pos,0.4926
"please who knows where one can get original yoyo bitters in ph, delta, lagos or edo state. I have been having serious gastrointestinal issues and gases anyhow. Any doctor I can talk to in here",pos,0.5106
You are seriously doing yourself more harm than good...,neg,-0.6697
You think corona Will finish anytime soon? Like Ebola,pos,0.3612
My dear... We are already living with it now.,neu,0.0
I had this similar experience last two weeks.,neu,0.0
"My cousin called and told me that she can't perceive anything, immediately after the call, I tried to perceive something but I couldn't. That was how I realized that my taste buds are dead also..",neg,-0.7876
"I immediately went to pharmacy shop and they gave me drug to build my immune system and also eat ginger most times.. Within three days, I recover.",pos,0.296
"The funny part was that during the period, I didn't have any symptom of Malaria or sickness. I was feeling much okay. ",pos,0.6486
Now am very much okay,pos,0.2911
I can perceive something very well now.,pos,0.3384
They don't have Dr Iguedo Goko cleanser and other allied brew  ,neu,0.0
"Maybe Brazil's witch doctors failed to take refresher courses in Africa, and failed to renew their operating licences.",neg,-0.8442
Overdose...,neu,0.0
"I swear to God I went through this last week,",pos,0.2263
I fell sick on Sunday and took anti malaria drugs ,neg,-0.6808
by Wednesday I lost my sense of taste and smell I googled tire because this was a first for me,neg,-0.3182
May God help us..I have been working in Lagos for the past three to 4 weeks in Lagos and I noticed this also since last week...no sense of taste or smell and this feeling of malaria bit not the usual type.I have energy but feeling cold.no cough or catarrh.. Work involves crowded place.I thought I was the only one not until I and my brothers and friends had a short break to travel for the Muslim festival and we only saw that day to drink and eat the ram we killed..over 24 of us all had anti malaria drugs in our purses and bags..every one was treating malaria for those three days codedly..,pos,0.8934
We are back in Lagos working and the taste thing is just coming gradually to meand cold getting milder.,neu,0.0
May Godhelp us..,neu,0.0
Can't be coincidence every one individually went to different shops to purchase drugs because of the unwell feeling.,pos,0.128
Oh,neu,0.0
Call NCDC helpline. It is what it is,neu,0.0
I lost my sense of taste and smell last week wednesday also ... ,neg,-0.3182
anything i ate during those period taste so awkward and it was strange,neg,-0.4435
"but am okay now, my normal taste is back  ",pos,0.3291
"it's corona virus19.  At the moment,  I have lost smell sense too,  and food doesn't appeal, with some other  malaria symptoms. ",neg,-0.3182
"I never thought much of it,  but my brother who is regaining his gradually now,  went for test at Lasuth on Saturday,  they just replied him with his result now and he's positive.  ",pos,0.7096
We have all been taking anti malaria treatment both herbs and drugs in the house.  ,neg,-0.3182
"If this matter were to be more than this,  even the government  can't handle it.  Today is Thursday and test was conducted on Saturday,   Result just got to him.  Out of five people in my house,  I'm sure 3 already has/had it.  The one who went with my tested positive brother was nt tested because they said they were only expecting one person.  So test is by ""pre order"". ",pos,0.7184
"Now,  if we rely on them for treatment,  imagine what would have happened between Saturday and now.  ",neu,0.0
"My advice,  everybody should start treating malaria at home especially with hot herbs.  Take fruits, NCDC recommended this, eat well.  People on their own are overcoming it without knowing.  I am able to confirm because my brother was tested.  ",pos,0.4404
"We have pass the stage of fear,  let's brace up and fight it with everything possible, this thing is plenty outside now,   more than what they are reporting. Don't wait for them to come treat you,  it might get out of hand.   ",neu,0.0258
God help us.,pos,0.5859
"mehn same thing happened to me last week, i lost my senses both smell an taste, i had body pains in joints and mild cold, i took malaria drugs an typhoid amoxilin, since Tuesday my senses av started comin back gradually,  mehn i was scared as Bleep,  an am in calabar",neg,-0.7906
This simply shows you are still moving around with old knowledge of Corona virus. ,neu,0.0
Try to update your knowledge of the virus. ,neu,0.0
"11 days after being down with the virus, it cant be contacted from the victim anymore.",neg,-0.2732
This is why isolation centers now release anyone in lockdown in their centers for over 11 days.,neg,-0.4019
"i had t bro,  last wk i could nt taste an smell anything, even my soap an spray,  i had body pains in joints an slight cold, i treated malaria, an typhoid,  bt on Tuesday i felt my smell comin back an i can taste some food now",neg,-0.4215
"I swear years of chloriquine, have saved us",pos,0.3818
Vitamin C doesn't have overdose! ,pos,0.3595
To thine own self be true. Thank you for being honest.,pos,0.8225
You are obviously lacking in brain matter...,neu,0.0
"You can see people sharing their experiences...do the needful, say something  sensible or Fvck off",pos,0.4215
This is the burning question we should all be discussing.......anybody with qualified information should please share.,pos,0.5423
 Well done. For going to the office with your symptoms and possibly infecting others.,pos,0.2732
"The fact it is water soluble doesn't mean it doesn't have limit....Nausea, Diarrhea are some of the overdose side effects",neu,0.0
wow what an ordeal! Good to know you're feeling okay now. Thanks for sharing your experience.,pos,0.9336
haha thanks!,pos,0.7345
Mr. new Knowledge ,neu,0.0
"What did I say, what are you saying?",neu,0.0
Did I even mention number of days? Or is 11 days not a long incubation period compared to a normal cold that runs for 3 to 4 days?,pos,0.168
Please next time read to understand ooo. I no vex! ,pos,0.1007
thank you for sharing!,pos,0.68
It first came with body pains but no fever cuz my temperature was still between 36.0 - 36.4 and headache,neg,-0.5719
I thought it was malaria ,neu,0.0
"Letter it became catarh, starter sneezing and coughing slightly ",neu,0.0
"Catarh stoped, coughing is gradually easing off",pos,0.25
This is scary ooo,neg,-0.4939
I heard the good news is that kids heals from it,pos,0.4404
I search Google for symptoms of Corona tire and they all match,neu,0.0
It's really becoming scary for me,neg,-0.539
..... I'm part of the list ooooo...,neu,0.0
It appears loss of sense of smell and taste is a very good prognostic marker for survival and a marker of mild disease.,pos,0.2247
Hands crossed.,neu,0.0
I also experienced loss of taste just a week ago. didn't think much of it till I stumbled on this thread.,neg,-0.3182
it is indeed strange I tell you. ,neg,-0.2023
What is really going on. something is definitely wrong somewhere.,neg,-0.1027
Apt.. We need to note it,neu,0.0
So I should believe you instead experts abi? How do you want me to believe your assumptions as fact?,pos,0.168
"Nothing to be afraid of. About 3 weeks ago I experienced same, when I complained to my friends, more than 10 people said same thing,.",pos,0.1027
"I think most people who make use of the surgical nose mask had same thing, ",neu,0.0
though not sure,neg,-0.2411
. ,neu,0.0
"My recommendation, continue to use your nose mask and get treatment for malaria adding chloroquine and antibiotics.",neu,0.0
"I'm wowed... That's exactly what I'm going. Feeling feverish, totally lost my sense of smell and taste but I'm gradually regaining it back. It's been over two weeks and I've been on malaria medication but there's been a great improvement in my sense of smell and taste compared to early last week. It's kinda funny seeing lots of people going through this same shit I'm passing through but I'm glad we're getting healed with or without medication... ",pos,0.9121
" Funny enough, within the space of two weeks, everyone in my dept (about 11 of us) have been experiencing this but I'm glad they're all fine after taking malaria medication. Everyone is totally healed.",pos,0.7992
Malaria has nothing to do with sore throat or cough. you have overcome corona,neg,-0.3612
Same here too.,neu,0.0
Treatment:,neu,0.0
"Inhaling steam from boiling water laced with robb. Anti malaria and antibiotics. And for the smell and teste, strepsils on intervals. Lime and lemon grass with honey tea, works like a charm.",pos,0.4404
"You could have asked him what was it then? If all these symptoms you mentioned are not corona symptoms, what is it? He said that because it wasn't serious enough to get you guys hospitalised.",pos,0.1486
"Now, I understand why we're not seeing people dropping dead on the streets despite the fact that it had been with us for over two months now. And that's what is making many Nigerians doubting its existence in Nigeria",neg,-0.7717
Immunity passports in the context of coronaScientific Brief,neu,0.0
24 April 2020,neu,0.0
"WHO has published guidance on adjusting public health and social measures for the next phase of the corona response.Some governments have suggested that the detection of antibodies to the SARS-CoV-2, the virus that causes corona, could serve as the basis for an immunity passport or risk-free certificate that would enable individuals to travel or to return to work assuming that they are protected against re-infection. There is currently no evidence that people who have recovered from corona and have antibodies are protected from a second infection ",pos,0.5574
Three weeks ago I lost my sense of taste and smell also my eye ached alot. could not smell or taste food for a week...Funny thing is my sister started having exactly the same symptoms too 4 days after mine started. ,neg,-0.5994
Started from ordinary sore throat o!....,neg,-0.4199
Could this be coro?.... because aside from the symptoms we were fine.,pos,0.2023
". It means that you haven't read enough or updated your knowledge about corona. Malaria doesn't cause sore throat and it doesn't cause loss of smell either but corona does. In fact, just loss of smell and taste is the only symptoms that asymptomatic patients would experience. They don't call them asymptomatic for fun",pos,0.8372
"I'm afraid earlier though, it started with headache which I don't experience before, then I lost my sense of taste and smell. It's been about 3weeks now but am recovering gradually. I've done crazy things to get my sense of smell back, things like smelling kerosene, dettol, fuel and my air freshener but it all negative, thank God am recovering now, I didn't even  take any drugs, I only took paracetamol and eat enough fruits like watermelon and orange.",pos,0.3818
This experience is strange.,neg,-0.2023
Definitely yes. All the people saying the same thing like you are the part of 80% patients who would never show serious symptoms and don't need to visit hospitals even if they are confirmed as having corona. Congrats,pos,0.8891
WHO is the authorized body to make such statements...present your proof they reversed their publication.,neu,0.0
They are not the only authorized body on health issues. Many health agencies in advanced countries has far more authority concerning health issues than WHO. WHO is just a world health coordinating body. All the recommendations comes from national health authorities.,pos,0.3804
Nawa oh! ,neu,0.0
"Since Sunday, I've lost my sense of taste and smell. Whatever I eat doesn't taste anything",neg,-0.3182
God help me oh,pos,0.5859
shut up. Foolish fool. Who are you that ncdc will waste their time trying to convince you? Unletterd fool,neg,-0.8271
Still haven't seen your proof debuting my post,neu,0.0
I said my sense of smell and taste are back stronger. ,pos,0.3818
 YOU NO DEY UNDERSTAND ENGLISH.,neg,-0.296
Are you on whatapp let chat.,neu,0.0
"You don't understand that's why you're saying this. Nigerians have been having malaria from time immemorial. How can everyone be complaining about the same thing becos we all know that this is different. When you experience panic attacks at night just before you sleep and it feels like you can't breathe and the tickling one the nose and the throat. Don't forget, you'll experience malaria symptoms just a week before it starts. I've talked to about 10 people that I've not been in contact with since this year. They are all experiencing the same thing. My friend in the UK, experienced the same. This is probably signs of the asymptotic corona virus",neg,-0.1615
Am currently in that situation now ,neu,0.0
Same here.,neu,0.0
Currently treating Malaria and typhoid ,neu,0.0
Am always relieved when I walk long distance,pos,0.3818
It is Corona. The mild one. I'm happy seeing so many of our people overcoming it o!!,pos,0.6467
Return the money your parent spent on your education if you believe it is 5G.,neu,0.0
EXACTLY the way it happened to me.,neu,0.0
It started with malaria.,neu,0.0
"For the very first time in my life, I lost my senses of taste and smell without any nasal blockage.",neg,-0.3182
"It started with loss of smell, then 'taste' follow suit, accompanied with ached eye balls ",neg,-0.5994
"So tey, I made efo riro with a whole lot of fried locust bean & onions, I perceive nada.",neu,0.0
"I cook beans with plenty balls of sliced onions, same....",neu,0.0
"Very scary experience, I must say...",neg,-0.5413
"At a point, I was even thinking of how to self isolate, bet HOW? ,with me and hubby in the house...##",neg,-0.2023
"I bless God, I discovered both are back just this evening. Being the 10th day.",pos,0.5994
"DH was so happy, as he's been zo scared.",pos,0.4294
IT WAS A Very SCARY EXPERIENCE.,neg,-0.64
We google tire!...,neu,0.0
As a healthcare worker in one of the busiest goverment hospitals in  Lagos I can actually confirm  a lot of people have corona virus. Our youthful population has been helpful. I also notice that a lot of people with uncontrolled hypertension and diabetes are dying .Ask any community pharmacists. Malaria drugs are selling like hot cake,pos,0.6808
Yes it is.,pos,0.4019
Relax please...!,pos,0.4926
"It would go on its own, just the way it came.",neu,0.0
I just perfectly recovered both senses this evening since 10days ago.,pos,0.6369
NCDC right now!,neu,0.0
3 days now haven't recovered ooooooooo. help me.,neg,-0.3089
Yes ooo.,pos,0.4019
"*Appreciation"" is the word.",neu,0.0
The experience made me belief more in; ,neu,0.0
Every single part of our body matters!,pos,0.1007
"Just loss of sense & taste, and I felt so unease.",neg,-0.6995
Sickness ain't a good thing abeg.,neg,-0.3412
May God heal all the sick.,neg,-0.296
Shit!! I thought I was the only one experiencing this stuff. It started like a mild malaria me that don't get sick on a regular. But after I took malaria drugs I was better but I later discovered that I couldn't smell or taste anything.. Since Saturday! It's super weird..,pos,0.8583
Those that have passed through it please what drugs did you take to get your sense of smell and taste back.. I'm not comfortable with this,neg,-0.1032
"Really!! FYI I told my boss I'd lost my sense of smell and he still insisted I continue working that's it's probably just a cold or something and who knows, maybe I even got it from someone at work and infected my sister who hasn't been out of the house since the lockdown started. One cant really be too careful and stop going about trading blames or guilt tripping people.",neg,-0.8123
Oh boy,neu,0.0
"my sore throat have refused to go for over 2months now.  Our toilet is a bit public and smells so bad but I do sit there now and chat on WhatsApp for 45mins! No smell! My fine perfume and horrible armpit all have no smell or odour anymore. But surprisingly, no headache, fever or anything of that nature. I'm fit as fiddle. Could Africans be immune to corona virus or is it God's mercies? I think most of us got corona virus and survived it without any qualms. Thank you Jesus!",neg,-0.742
Is this thread a joke?,pos,0.296
Are you all serious so?,neg,-0.0772
What strikes in all the responses is the question: WHY ARE PEOPLE HESITANT IN CALLING NCDC EVEN WHEN THEY STRONGLY SUSPECT THAT THEY MIGHT ALREADY HAVE THE COcoronaVIRUS,neg,-0.6523
Honestly i am surprised ,pos,0.5994
Because the corona response in Nigeria has been so heavily politicized and stigmatized. Unfortunately. ,neg,-0.34
I have lost mine. See me chewing bitter cola like Grandnut,neg,-0.3818
"damn it what he says is real, most of the people around me lost thier taste for food nd smell including me, even headache too buh tnks to Jah everything is under control now",neg,-0.6124
"No return yours, because you can't read English.",neg,-0.296
I think this is one of the most truthful forum concerning the corona scenario in Nigeria. ,pos,0.5095
There is massive community explosion and people are only able to talk freely because it's a faceless forum.,pos,0.4404
